,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin
1826, July 2019,4,Domestic,Economy,GOOD FLIGHT IF ON TIME,The flight only flies on Thursday and Sunday. My flight up to Syracuse was at 7:15 so I was there two hours early. The lines were long and you really need to be there that early. I had TSA precheck so my security line wasn't as long. Since so many flights left at about the same…,Allegiant,low-cost,USA
1827, June 2019,3,Domestic,Economy,Sanford to Rockford-Chicago,"Good flight, left on time, arrived early. Seats were less than comfortable. Little cushion between plastic seat and coverage. Sat in exit row(paid for), so leg room acceptable.",Allegiant,low-cost,USA
1828, July 2019,4,Domestic,Economy,Myrtle Beach SC Flight to Allentown PA,Great trip!  Captain came out and told a couple of jokes which was really cool. Staff was very friendly.  The price for the trip is very good. You will spend much more money driving and of course have more headaches.,Allegiant,low-cost,USA
1829, March 2019,5,Domestic,Economy,Excellent Flight,Absolutely enjoy every minute of flying with Allegiant Airlines. We have used this airline over 10 different flights. Great customer service starting at airport to stewards/stewardess on the flights.,Allegiant,low-cost,USA
1830, June 2019,2,Domestic,Economy,Reasonable fares--but they nickel and dime you to death,"A person can find fairly inexpensive airfares on Allegiant, but the airline  will nickel and dime you to death.  It charges for picking a seat, checked bags, carryon bags (other than the free personal item fitting under the seat), drinks on board, etc.  Our flight from Las Vegas…",Allegiant,low-cost,USA
1831, May 2019,5,Domestic,Economy,Great Flights many times,"We've flown on Allegiant Air numerous times to Punta Gorda Florida, they are always on time and get us there a few minutes early. Seats aren't very comfortable but for a 2 hr flight they are fine. Most of the flight attendants are awesome except one we came across on our girls…",Allegiant,low-cost,USA
1832, June 2019,5,Domestic,Economy,"Cheap, Direct, Nicer than expected","I was surprised by the seats, the jet, the flight and the service. I would fly direct everyday given the option. I will use this airline again for sure.",Allegiant,low-cost,USA
1833, May 2019,4,Domestic,Economy,Family Visit to Florida,"The flight down went smoothly - flight back home was delayed last minute, they had already taken special accommodation guest on board - All in all I would still recommend Allegiant.",Allegiant,low-cost,USA
1834, June 2019,2,Mexico,Economy,Pain,The convenience of the non stop flight is totally overshadowed by the horrible seats among the most uncomfortable in the industry. Service is provided by bored attendants that Took “rude” lessons. I will change flights in the future,Allegiant,low-cost,USA
1835, June 2019,4,Domestic,Economy,Getting What You Pay For,"When you book with this airline, you know what you're getting.  You're getting what you pay for; a deeply discounted airline. I got two tickets to Las Vegas for less than $300, round trip.  I did pay for extra baggage, but the cost was not extreme.  The service was prompt and…",Allegiant,low-cost,USA
1836, October 2018,5,Domestic,Economy,Great Experience!,Our flight was perfect! Left on time and even arrived a bit early at our destination. Same experience on the return and how can you beat the price! Monday-Friday in Nashville is plenty of time to enjoy a full experience.,Allegiant,low-cost,USA
1837, July 2019,2,Domestic,Economy,Cheap but everything is extra,"We purchased very cheap tickets to Orlando then discovered that the Allegiant airport is in Sanford and it  was hour away from our hotel. No free beverages ,boarding passes 5 dollars each and no free luggage.  Our flight was 4 hours late leaving omaha so the ride we had arranged…",Allegiant,low-cost,USA
1838, June 2019,4,Domestic,Economy,First Flight with Allegiant. No complaints!,"This was my first flight with Allegiant. No frills, but worth the price. Nice plane, people and service. Would do it again!",Allegiant,low-cost,USA
1839, June 2019,5,Domestic,Economy,"Affordable, convenient, easy",We recently took a trip from Flint to Orlando on allegiant air. Both the Flint airport and the Sanford airport were very convenient and well kept. The airplane was comfortable and clean. We would def use this airline again.,Allegiant,low-cost,USA
1840, July 2019,4,Domestic,Economy,cheap local airport choise,I have flown this route at least 10 times. One time I had a 3 hour delay. The rest of the flights were on time.You will not get anything to eat or drink for free. Bring your own food/drink unless you are willing to pay a premium price for the food service.Cheap tickets and on…,Allegiant,low-cost,USA
1841, July 2019,4,Domestic,Economy,Cheap flight,Have flown with this airline many times.Took a while to learn all the ends and outs. Let the airline assign your seat and don't have any bags only the carry on that you put under the seat in front of you. The savings are very substantial if you can fly like this. You will save a…,Allegiant,low-cost,USA
1842, June 2019,5,Domestic,Economy,Easy flying,"I have regularly used Allegiant for leisure trips to the Midwest, and have had a great track record for on-time arrivals and departures. It is a budget airline, and lots of families with young kids are generally on board. Allegiant has policies that are a little bit different…",Allegiant,low-cost,USA
1843, July 2019,4,Domestic,Economy,Serves the Purpose,"This was my first Allegiant flight and I have no complaints. Having flown Spirit several times, I am accustomed to the logistics of “bare fare” flights. Aircraft was clean and staff friendly, I had enough room even in a section at the back of the plane.",Allegiant,low-cost,USA
1844, July 2019,4,Domestic,Economy,Cheap flights that happen to be good!,"Allegiant Airlines are very good. Yes, they often have delays, however overall I highly recommend this airline! Flight attendants are always nice, airplanes are clean and updated. Took off one star due to delays, but that would not stop me from flying with them again. Can't beat…",Allegiant,low-cost,USA
1845, June 2019,5,Domestic,Economy,Nothing New here,I say nothing new because we have at least a couple dozen flights with Allegiant and we have never had any issues. Luggage always arrives same place and same time we do. I would suggest and follow FAQs on their website. I will say I always pay extra and choose my seats and get…,Allegiant,low-cost,USA
1846, June 2019,4,Domestic,Economy,Low cost Air Travel,"Took a flight on Allegiant Air for the first time, I found it to be a no nonsense inexpensive carrier. 1 drawback is that none of their seats recline and any snack or drink has an additional cost but for a direct flight you can't beat the cost.",Allegiant,low-cost,USA
1847, June 2019,1,Domestic,Economy,Horrible service,Will never fly allegient again. How you cancel a flight 40 minutes til boarding. And not care how you get home. Where was I supposed to go for two days until the next flight? Gave them two tries and had issues each time. Won't happen again. I don't care how cheap the tickets…,Allegiant,low-cost,USA
1848, June 2019,5,Domestic,Economy,"The best no frills, no fuss","For the two of us I spent exactly half of what I was going to spend for the least of any other airline! That other $800 I saved paid for a fantastic week at Harrah's on the strip in Vegas! Sure, we had to keep it to one carry on and my large purse but we didn't need more than…",Allegiant,low-cost,USA
1849, June 2019,4,Domestic,Economy,Great flight and service to Destin,Have flown Allegiant several times to Florida and never had a problem. Flights have always taken off on time and landed on time. The staff has been wonderful and polite. The only issue recently was in OKC when we arrived an hour and half before our flight was to leave and found…,Allegiant,low-cost,USA
1850, June 2019,4,Domestic,Economy,Good flights  one hour late,We boarded on time and departure time came and went with no information from the pilots or flight attendants.  Approximately 10 minutes after departure time the Captain made an announcement that we had a mechanical issue with the aircraft’s water system.  The issues was resolved…,Allegiant,low-cost,USA
1851, June 2019,3,Domestic,Economy,Acceptable budget airline,"We had no issues with the flight down or back. We have flown Allegiant a few times. This is a budget airline as the pricing reflects. They do charge for most everything including picking your seats to carry on baggage. If you pick seats, carry on and check a bag, you'll be close…",Allegiant,low-cost,USA
1852, June 2019,4,Domestic,Economy,Good price,"Myself and my husband traveled with allegiant to las Vegas. It was a good flight, on time and all went well. Only complaint was that we booked a package with air and hotel. We were to receive 2 show tickets and it showed 3 show choices. Evidently the show I had decided to see…",Allegiant,low-cost,USA
1853, June 2019,5,Domestic,Economy,Reviews,After reading some of the reviews here I was a very concerned about my trip to LA. My experience flying with Allegiant was very good. Both flights were on time or ahead of schedule and we enjoyed our experience. The staff from the ticketing/baggage check was very professional as…,Allegiant,low-cost,USA
1854, June 2019,1,Domestic,Economy,Poor Customer Service,"Let’s begin by saying that I travel a lot. I book planes constantly, that’s what travel agents do. I had the pleasure of making a mistake to my own booking and I had to contact customer service at Allegiant. It was the biggest mistake I ever made. I booked my flight on the day…",Allegiant,low-cost,USA
1855, June 2019,4,Domestic,Economy,surprised,"Easy, easy. Real easy to go into and out of Portsmouth. Parking real close and only $7.00/day. Flight was good.",Allegiant,low-cost,USA
1856, June 2019,1,Domestic,Economy,Name should be ConAir,"Be very careful with Allegiant. It's NOT as good as it sounds. Here is the catch... If you are an Allegiant member and you take out an Allegiant Master Card here is the deal/catch! They state “If you book your travel with their agents, and book a hotel for 4 days or rental car…",Allegiant,low-cost,USA
1857, June 2019,1,Domestic,Economy,Discounted fair + other fees and charges = not worth it.,"While the flight prices upfront seemed attractive, all things considered after the fact, flying on Allegiant just was not worth it.  Here are my biggest complaints:  1.  40lb bag weight max?:  Cmon! The industry standard if 50lbs.  Plus, they need to get staff on the same page. …",Allegiant,low-cost,USA
1858, June 2019,5,Domestic,Economy,"great price, good flight",The flight was affordable. Checking in was effortless.  Staff were very friendly.  The flight was short.  No inflight entertainment though.,Allegiant,low-cost,USA
1859, June 2019,1,Domestic,Economy,First and Last time,First flight with Allegiant. Flight is delayed causing arrival at destination potentially after midnight. All amenities at airport are closed. Allegiant’s customer service number puts you on perpetual hold with no option for call back without losing place in line. Their email is…,Allegiant,low-cost,USA
1860, May 2019,4,Domestic,Economy,Comfortable flight,"Bellingham airport is small and so easy to get around, so it was a great departure point. We didn't book seats and only carried on. The seats they close for the 3 of us were together both directions. Great flight.",Allegiant,low-cost,USA
1861, June 2019,1,Domestic,Economy,My Worst Airline Experience,"This is by far the worst airline I’ve ever flown on, and yes I’ve flown Spirit before. They’re very deceitful with their baggage policy. They clearly state that they allow 1 personal item, while charging $50+ at the airline for said personal item. When I asked about this policy,…",Allegiant,low-cost,USA
1862, June 2019,4,Domestic,Economy,"Cheap, No Stops","Definitely the cheapest way to travel to Las Vegas. Minor inconveniences boarding at XNA, but worth it for the deal. Remember there are no complimentary snacks or drinks on flight, but purchases on the plane are quick and easy. ",Allegiant,low-cost,USA
1863, June 2019,1,Domestic,Economy,Don’t come too early There will be 2 attendants only for too many flights,"We arrived at 12 for a boarding at 2:06pm. Nice ahead of time to still have some food and relaxed time. Instead the mismanagement of the check-in counter hold us first to 12:30, than to 1pm and finally after 1:30 they were able to clean the passengers for the 2 other flights and…",Allegiant,low-cost,USA
1864, June 2019,4,Domestic,Economy,Better than Spirit,We decided to use Allegiant Air as a trial just to see if we would like it.  First the planes are in way better shape than the CBS News report states.  All aircraft are Airbus 319 or 320.  The planes are as expected for a budget airline with all coach seats.  Now is the…,Allegiant,low-cost,USA
1865, June 2019,5,Domestic,Economy,"Low cost carrier, great flight!",Excellent flight with this low cost carrier. I paid extra for checked in luggage but even with that it was still much cheaper than the major airlines. Great flight times. Crew was friendly. Captain allowed small kids to visit the cockpit.,Allegiant,low-cost,USA
1866, June 2019,4,Domestic,Economy,Good flight,"We flew from Northern Ky (CVG) to Ft. Lauderdale for a cruise and the flight was fine - nothing fancy but it was great for us because we paid a little extra for bulk head seats. Allegiant does charge extra for everything (seats, bags, etc.) but when I priced it out it was still…",Allegiant,low-cost,USA
1867, June 2019,4,Domestic,Economy,You get what you pay for,"Had what appeared to be a quite new airplane.  Unfortunately, the seats were about 1 inch thick and to my surprise none of them reclined.  Staff members were pleasant at ticket counter, gate and on the plane.  Allegiant provides some good deals if you can avoid the extra costs…",Allegiant,low-cost,USA
1868, June 2019,1,Domestic,Economy,Horrible customer service,"Booked a round trip flight for my family from PIT to PGD. My grandson is 2 years old and booked as a lap ticket. Birth date was verified on their website at time of booking. No issues flying out of Pittsburgh, but would not let my family on aircraft leaving PGD if I didnt…",Allegiant,low-cost,USA
1869, June 2019,1,Domestic,Economy,"Unless you absolutely have to, don’t do it","Bad.  They use those plastic seats that don’t recline, have a 1/2 inch cushion max.  Nothing, not even water, is free.  After all the extra charges (to pick your seat, bags, etc) winds up not much cheaper than any other airline.  No TV/music/entertainment available.  I would…",Allegiant,low-cost,USA
1870, June 2019,5,Caribbean,Economy,Shocked,"I wasn't sure about flying an economy charter, but this was much better than expected.  Clean, more legroom than expected (I'm 6'2 and could sit comfortably) and a great crew! Definitely changed my perception of this airline, will absolutely use again.",Allegiant,low-cost,USA
1871, June 2019,1,Domestic,Economy,DONT FLY ALLEGIANT - not worth TRYING to save a few $$,"Our flight was supposed to depart SATURDAY 6/22/19 at 4:21pm... Needless to say, it was ""delayed"" multiple times, promises made and not kept and after being ""strung along"" until SUNDAT at 2:30AM the flight was eventually cancelled. The customer service representative when we…",Allegiant,low-cost,USA
1872, June 2019,5,Domestic,Economy,Stepped up their game!,Allegiant has improved their fleet of planes and timeliness has certainly improved as far as the last few flight I have used them.  I askonfly into tri cities airport and they have been smooth sailing.  I used them quite frequently.  Be warned that the small airports don’t have…,Allegiant,low-cost,USA
1873, June 2019,3,Domestic,Economy,"Comfortable plane, but you pay for EVERYTHING.","Flew out of Midway at Mascoutah Il.Won't let me give airport name.  Aisles wider than other planes.  You pay for drinks, snacks, etc. Also pay for baggage, not carry-ons.  More room overhead for that. 4 flight attentants verses 2 on other airlines.  Wouldn't want a LONG FLIGHT…",Allegiant,low-cost,USA
1874, June 2019,5,Domestic,Economy,Direct Flight at a Reasonable Price,"Booked my husband a flight from PGD to PIT for less than $275 when every other airline wanted $400 for a layover flight. My husband was so happy with his flight, the flight crew and check-in at both airports.   I can’t wait to use them again. Makes flying to see family a real…",Allegiant,low-cost,USA
1875, June 2019,5,Domestic,Economy,They've come a long way baby!,"I am so happy with Allegiant Air.  They had many bumps in their services a few years ago but they have bought all new planes and they have done a completed 180.  It is so great to leave on time and have such friendly, efficient service.  I won't fly with any other airline.",Allegiant,low-cost,USA
1876, June 2019,3,Domestic,Economy,Great airline if you don't have to check bags,Flight was comfortable and inexpensive... Both great. Both experiences at their ticket counter was horrible. The flight out there were 3 agents but the lines went very slow. Also there were 2 lines which we had to direct...the agents did not make it clear who was next to be…,Allegiant,low-cost,USA
1877, June 2019,1,Domestic,Economy,Terrible Customer Care,"I recently spent 35 minutes on hold trying to reach Allegiant’s Customer Care people. What a joke. No one ever answered. “We are experiencing higher than normal call volume”. Really, guess what Holidays happen every year at the same time. Don’t you have any executives that can…",Allegiant,low-cost,USA
1878, June 2019,4,Domestic,Economy,Just as good as Southwest!,Very pleasant overall experience!   Pro's - Very close to home. Got to pick our seats. Service on the plane was on par with Southwest. On time takeoff to and from. Early arrival to and from. Priority boarding if you are an Allegiant credit card holder.   Con's - Hagerstown…,Allegiant,low-cost,USA
1879, June 2019,5,Domestic,Economy,Great Flight,"I always take Allegient Air to Florida as it is always the cheapest way to go. It's a no frills airline but if it gets me from point A to point B  safely, I'm happy.",Allegiant,low-cost,USA
1880, June 2019,1,Domestic,Economy,You Get What You Pay For,"Communications Breakdown Our flight Allegiant 2162 on July 2, 2019 from Richmond International Airport to Sanford/Orlando International Airport, which was supposed to depart around 9:50 pm, was delayed over an hour and ultimately canceled due to a service/maintenance issue, and…",Allegiant,low-cost,USA
1881, May 2019,2,Domestic,Economy,Family vacation,We handled everything online.  They nickel and dime you.  If you need to pick seats check out the seats that interest you.  Front seat are more expensive then back seats.  Window and aisle are more expensive then center seat.  Aisle is wide and felt roomy until you sat down.  No…,Allegiant,low-cost,USA
1882, June 2019,5,Domestic,Economy,New Favorite airline!,"I have not flown Allegiant for many years, and I had refused to fly them after hearing all of the negative publicity about mechanical issues. After hearing they have replaced their entire fleet, I decided to give them another try. I am so glad I did. I was very impressed with…",Allegiant,low-cost,USA
1883, May 2019,5,Domestic,Economy,Celine Dion Concert,It was my first time flying with this airline. I really enjoyed how fast we arrived in Vegas. We did pay a little extra to have exit seats that were close to the window because we wanted to make sure that we had leg space and a window to see from. Make sure that you read the…,Allegiant,low-cost,USA
1884, June 2019,4,Domestic,Economy,Good experience,"I was a little skeptical to fly this airline based on the bad reviews, but I’m glad I decided to try them out. Plane was new, and cleaner than any other airline I’ve used. The people complaining about long wait to check-in, uncomfortable seats, etc. clearly did not follow the…",Allegiant,low-cost,USA
1885, June 2019,3,Domestic,Economy,Worst cabin crew ever.,"Flew with Allegiant for the very 1st time, when I had booked a flight from fort Lauderdale to Lexington. I have flown with most of the no frills airlines and by a long way Allegiant have the worse cabin crew I've ever come across, they seem to just want to stand around and…",Allegiant,low-cost,USA
1886, June 2019,4,Domestic,Economy,Good but a lot of extra fees,"Love the airline,But they sure can add a lot of extra fees for luggage and even carry on they even charge extra to pick your own seat.It's great it is a strait flight and the people are nice.Beware they have delays",Allegiant,low-cost,USA
1887, June 2019,4,Domestic,Economy,economy flight from cininnati Ohio,Very nice flight for the price. The airplane was new. As always when flying with Allegiant Air each service you choose will cost. The flight was full.  This is a nice flight. Will book again,Allegiant,low-cost,USA
1888, May 2019,1,Domestic,Economy,Poor in customer service,The  customer service representative when we were checking in was very rude. Not helpful at all and not willing to do anything to help us fix our problem. I have never been treated so poorly. This isn't the first time this has happened. Thought i would try them again after the…,Allegiant,low-cost,USA
1889, March 2019,5,Domestic,Economy,Low price but good quality,"Yes, I love this airline. I was a loyal Southwest Air customer for years but Midway Airport has become too busy and a victim of Chicago traffic. It’s easier to get to Rockford Airport and parking is free! The airport itself is under construction and will eventually be very nice…",Allegiant,low-cost,USA
1890, June 2019,5,Domestic,Economy,Flight to Bangor,Flight was awesome! Great flight attendants...what is fantastic is the crew is based locally and now how new friends! I fly Allegiant whenever possible...I could fly for free because a dependant of an airline pilot but the fares are way too affordable to have fingers crossed if…,Allegiant,low-cost,USA
1891, February 2019,3,Domestic,Economy,Price is unbeatable.,"You can't beat these prices especially when flying from KC to Destin, Florida.  We paid less than $150 round trip and will do it again.  Beware you can only take a very small amount of luggage for this price.",Allegiant,low-cost,USA
1892, June 2019,1,Domestic,Economy,Allegiant Air -Terrible Service - Terrible Experience,7/1/19 Let me start out by saying I arrived with my 5 year old at 1:45 p.m.that being said the plane was at the gate out the window to sit until the plane left a 2:49 p.m. watching it and told no we will not board you. My daughter crying at the Gate to be turned away for my…,Allegiant,low-cost,USA
1893, June 2019,4,Domestic,Economy,Very good for cost & convenience,"My husband and I were finally able to fly somewhere for our anniversary  Allegiant was extremely reasonable PLUS we were able to fly out from an airport close to home.  It was a direct flight where the ""better known"" airlines had a layover and took more than twice as long (plus…",Allegiant,low-cost,USA
1894, June 2019,4,Domestic,Economy,Basic air service,"When you fly Allegiant, you are flying on a budget airline so keep that in mind when you book your travel plans.  No issues on this flight, it took off and arrived on time.  Seats seem to be getting smaller, this plane had 6 seats in each row split with the aisle, all the way…",Allegiant,low-cost,USA
1895, June 2019,1,Domestic,Economy,Allegiant Air Review,"At Airport since 4pm , just advised (9:30 pm) flight departure not until 3:30 am. No hotel voucher offer. WORST service and flight experience in 50 years of travel.",Allegiant,low-cost,USA
1896, June 2019,2,Domestic,Economy,Lots of issues over the years,I waited too long to get a reasonably priced ticket bvb on a regular carrier to Tucson. So we flew into Mesa Getaway again. Service from here not so bad as coming here. Allegiant agentwas terribly rudr. We arrived only 55 minutes before requested 2 hours (by Allegiant) in…,Allegiant,low-cost,USA
1897, June 2019,1,Domestic,Economy,Worst airline I've ever seen,"My father and niece were scheduled to have a flight, they arrived early and checked in via app. While in line to verify If the bags were ok to carry on, there were people being pulled from the line because there were planes boarding for other locations. Then a lady behind us…",Allegiant,low-cost,USA
1898, June 2019,4,Domestic,Economy,Better than expected ,First time flying Allegiant. Actually from St. Pete/Clearwater but that wasn’t given as an option for the review. Departure was on time even tho the app showed it 20 minutes late all day. Perhaps time was made up on previous flight. For the savings I thought the no frills flight…,Allegiant,low-cost,USA
1899, June 2019,1,Domestic,Economy,Cancelled,Have a flight get to the airport and they canceled it. Why? Because the plane to Baltimore had maintenance issues. Instead of having just one flight wait they had canceled my flight till tomorrow. I have no clean clothes or anything.  And the worst thing is no one is sympathetic…,Allegiant,low-cost,USA
1900, June 2019,1,Domestic,Economy,Flight Cancelled,Was flying to ND to visit a close friend of mine for a 4 day golf trip. Was supposed to leave Monday morning around 11AM (arrive in ND around 4pm) but trip was delayed about 1.5hrs...no biggie. I get another notification about an hour later that the flight has been cancelled.  I…,Allegiant,low-cost,USA
1901, June 2019,1,Domestic,Economy,BAD BAD BAD,"Don't ever book a rental car with this company. They would not let me pick up the car at a different airport after there slow line made me miss the flight. I will never fly with them again. Not even for Free. They made my 8 year old daughter cry at the counter, They should be…",Allegiant,low-cost,USA
1902, June 2019,2,Domestic,Economy,Not satisfied,I purchased tickets at beginning of June tried to call cause i didn't need a car rental and price didn't look right. So i tried to go to manage to modify or cancel it would not let me gave me phone number to call. Tried calling number always busy or will give recording and on…,Allegiant,low-cost,USA
1903, June 2019,1,Domestic,Economy,No Commications at all on 3 hour delayed flight. Sitting in airport getting no information. Never ever again!!,"Never never never again. Not because of the delay, but because of the total lack of customer care and communication. Just be honest with us and tell us what is happening!!",Allegiant,low-cost,USA
1904, June 2019,1,Domestic,Economy,Flight cancelled,Don't do it. Horrendous customer service. Flight cancelled and no way to rebook or speak with an agent. Whatever the other flight costs spend it.,Allegiant,low-cost,USA
1905, December 2018,1,Caribbean,Economy,Lost/unloaded luggage-direct flight?,"Trip was supposed to be a family vacation.  They lost the luggage (never placed on the flight) at Pittsburgh along with five other people on the flight.  Spent Sunday thru Thursday searching (phone calls back to the States, emails, working with the travel agent and agents at the…",Allegiant,low-cost,USA
1906, June 2019,4,Domestic,Economy,Great value flight,Arrived 2 hours early like they said to and they only had one clerk and a long line up. After 1/2 hours another clerk opened and then a third so it finally moved along. Management should schedule them better to meet their suggested check in time. Everything smooth after that.…,Allegiant,low-cost,USA
1907, April 2019,1,Domestic,Economy,Ms,"They overbooked our flight by 11 people and we were delayed 2 hours while they bribed passengers to cancel their flights. Ridiculous. Spend the extra cash on a better airline. Or don’t, and fly Spirit or Frontier for better service.",Allegiant,low-cost,USA
1908, June 2019,5,Domestic,Economy,Great family airline,"We have had a great experience with Allegiant recently!  When traveling with a car seat make sure to know where your FAA approved sticker is located, they will check!  There were people on our flight that were upset they were not sitting with their children, make sure to pay the…",Allegiant,low-cost,USA
1909, June 2019,5,Domestic,Economy,Nice inexpensive flight,"Easy flight. Inexpensive. Direct, which is a huge plus for my family. I would definitely fly Allegiant again.",Allegiant,low-cost,USA
1910, June 2019,1,Domestic,Economy,A simple one hour flight to Orlando,We’ve flown 6 times between Knox and Orl.  Only once were we not delayed or cancelled.  I think it’s worth the $$ to fly another carrier out of Chatt,Allegiant,low-cost,USA
1911, June 2019,1,Domestic,Economy,Very Stressful Flight,1.  Very disorganized at Punta Gorda airport.  I had priority boarding but Allegiant Rep allowed a flood of people to line up ahead of Priority.  I could not make my way to the head of the line as some passengers would not let me pass.  Boarding took forever. 2.  I fly…,Allegiant,low-cost,USA
1912, June 2019,5,Domestic,Economy,Flying Someone Who Hates to Fly,"Our flight to and from Orlando was great.  The on-flight staff could not have been nicer and pleasant.  For someone who hates to fly, I was very pleased with the experience, especially because it's over.  Staff was fun seemed to really enjoy their job.  On our return, we sat…",Allegiant,low-cost,USA
1913, June 2019,3,Domestic,Economy,To Scottsdale to see new great grandson,"As we live close to Bellingham Airport, this flight is very convenient. Service was good. Seat comfort not good, but for the convenience of flying out of local airport, acceptable. I object the airline stating the fare and then adding costs for seat choice, bags and boarding…",Allegiant,low-cost,USA
1914, June 2019,4,Domestic,Economy,Flight from Cincinnati to Savannah-Hilton Head Int'l Airport,great flight; left on time and arrived on time. Took about one and half hours; plane was quite and the stewardesses were fantastic. The airport is Savannah is beautiful and reminds you of the old south. Rental car desk was in the terminal and easy to find by the baggage claim.…,Allegiant,low-cost,USA
1915, June 2019,4,Domestic,Economy,"Quick, low cost flight","We were invited down to the beach by our kids and grandkids for a few days. We grabbed this fight, which took 1 hour and 10 minutes to land in the beautiful Myrtle Beach airport. The flight was on time, the crew was friendly, even the pilot got on and told a few jokes, the…",Allegiant,low-cost,USA
1916, June 2019,5,Domestic,Economy,allegiant air,"We always fly allegiant if we can to our destinations. The staff at checkin are always friendly and helpful. The gate agents are equally nice. Cabin crew are always nice and treat everyone with respect,  I have seen a flight attendant play with a child when the child was crying,…",Allegiant,low-cost,USA
1917, June 2019,4,Domestic,Economy,Generational Girls Trip 2019,Allegiant Air has made the flight cost possible for a more economical option than driving and renting a vehicle. We loved the courtesy shown to us by our flight staff and our seating was comfortable for our short trip.  We traveled with two children (8 and 5) and we had 4…,Allegiant,low-cost,USA
1918, June 2019,2,Domestic,Economy,Late as usual,"Left for hotel for Ft Wayne airport at 5 pm for an 8:51pm flight. On the way, got an txt that flight was delayed until 10pm. Them there was a problem with the aircraft and we were delayed until after midnight. Didn’t get Sanford until 3:30am. This airline has the habit of late…",Allegiant,low-cost,USA
1919, June 2019,5,Domestic,Economy,"Quick, easy and inexpensive flight! ",Check in was easy since it’s at smaller airport.  Coming home we had the same great experience.  I would arrive on time since our plane did take off a few minutes early.—Which we appreciated.  No need to wait if everyone is on board!,Allegiant,low-cost,USA
1920, June 2019,4,Domestic,Economy,Great for the price,I had heard a lot of negative things about Allegiant but being that they are direct flights from Orlando to Knoxville I figured I would give them a shot.  The price was fantastic for the flight itself.  You can take 1 personal item for free like a backpack but a carry-on or…,Allegiant,low-cost,USA
1921, June 2019,4,Domestic,Economy,Their fine when they fly,"This no frills, low coast airline is just fine when they fly. We have used them twice and tried to use them a third time, but they cancelled the flight two days in a row due to weather. They cannot land in Provo if they do not have visual sight of the runway (unmanned tower). So…",Allegiant,low-cost,USA
1922, June 2019,1,Domestic,Economy,Ripped Off by Allegiant Air,"I booked 4 flight tickets four months before departure, hoping to get a good deal. Just found out 1.5 months before departure that the price is now almost US $400 cheaper. So pissed!!! What's the point of booking early and let Allegiant Air keep the money there??? Never ever…",Allegiant,low-cost,USA
1923, June 2019,1,Domestic,Economy,Horrible Experience,"Horrible experience I will never fly out of this airport again, everyone was so rude. Especially supervisor Susanne/Suzette. We arrived at the gate 13 mins before the flight took off. They closed it 2 mins before, and they refused to let us on our flight. Her lack of empathy was…",Allegiant,low-cost,USA
1924, May 2019,5,Domestic,Economy,Bravo Allegiant,"Traveling from city to city for business 3 times a month, my trip today stood out the most from any other. Sitting in the first row I had the pleasure of meeting two of the finest flight attendants ever. Both Eva and Danyel were extremely friendly, versed in what they need to do…",Allegiant,low-cost,USA
1925, June 2019,3,Domestic,Economy,"Flight was fine, their main hub in Orlando is a nightmare","Once I was able to board my flight, 2 hours late, the flight was fine. Orlando-Sanford is a complete wreck right now. You cannot wait by your gate right now, you have to wait in a giant common area and wait for your flight to be called. This of course is only heeded by 10% of…",Allegiant,low-cost,USA
1926, June 2019,1,Domestic,Economy,Sucks,"Delay delay delay, stuck for 3 hrs on a plane , poorly managed!!! Would never reccomend to anyone. EVER.",Allegiant,low-cost,USA
1927, June 2019,1,Domestic,Economy,Could not Cancel Flight,The website clearly states that if a flight is cancelled within 24 hours of placing the reservation a full refund is available. The customer service line was busy and the website refused to accept my cancellation. Within 48 hours I had called the customer service line and sat on…,Allegiant,low-cost,USA
1928, June 2019,5,Domestic,Economy,Great experience on our flights!,Very good price and great flight!   Nonstop from NC to Florida! Easy access to terminals at both airports!,Allegiant,low-cost,USA
1929, June 2019,2,Domestic,Economy,Endless Loop,"Booked a flight on Allegiant and bought the flex trip just in case. The website stated you had free 24 cancellation. Great. BUT here's the catch. I had to change the dates and went online to do it. The cancel or change option was not available and, instead,  the  message came up…",Allegiant,low-cost,USA
1930, June 2019,5,Domestic,Economy,Great flight great price,Can’t say enough good things enough about Allegiant. I use them all the time to fly to Orlando and Myrtle beach. Flight today was from Orlando. Half the price of all other airlines- that included luggage. If I really want a drink and snacks I’ll pay $5- which is still way less…,Allegiant,low-cost,USA
1931, June 2019,4,Domestic,Economy,Nonstop Flight,"I enjoyed the nonstop flight, but wish there were a few amenities like a pillow or blanket.  The plane was spotless and seemed newer and the flight was good.  Coming back, we had a 2 hour delay, but the pilot got us back quicker than estimated.  All in all, I will fly Allegiant…",Allegiant,low-cost,USA
1932, June 2019,5,Domestic,Economy,Nonstop air flight,Economical air fares plus being able to fly nonstop. No layovers. Professional staff. Why not get there faster? I will use them every chance I can.,Allegiant,low-cost,USA
1933, June 2019,1,Domestic,Economy,Fees Fees Fees,"We have to fly Allegiant Air from time to time due to scheduling and were well aware of their unique ability to charge you a fee for everything you do.  Tonight tops the cake though, we paid the fee to select our seats for our kids and they have moved one of us and want $40 to…",Allegiant,low-cost,USA
